User;Can't handle complex input;Outdated content;Couldn't understand my question;No direction to further resources;Fixed/impersonal text;Giving private information to bots;Needing to type;Conversations were too long/hard to get answer;No-follow up questions;Everything;Nothing;Short answers
b605a256d4c8ee8b320cb265898fa2;;;;;Fixed/impersonal text;;;;;;;
9424463765f172f5bfb4465ca43bff;;;;No direction to further resources;;;;;No-follow up questions;;;
cb8d48c57182851b8d62eb2400885f;Can't handle complex input;;;;;;;;;;;
69e746ae2e242f850a4a29a9e50ad5;;;Couldn't understand my question;;;;;;;;;
7ad16eb7438e5306d32d36c3293364;;;;;;;;;;;Nothing;
cf84bf013aa9ea515c3fde0121f130;;;;;;;;;;;Nothing;
3dcb8bebb7e2be81eac1d967c8f678;;;;;;;;;;;Nothing;
51ab895e88d0ad10e989eb82d0bdb6;;;;;;;;Conversations were too long/hard to get answer;;;;
40ac355a1fb1d8ec9a7741b6584af6;;;;;;;;;;;Nothing;
dc967200b041c05be435b0b98fe2dc;;;;;;;;;;;Nothing;
73055a2253f5f15454466c6c2768d3;Can't handle complex input;;;;;;;;;;;
95e0c876a0a9705054cc37f0aabdc7;;;Couldn't understand my question;No direction to further resources;;;;Conversations were too long/hard to get answer;;;;
f6d66992e1ca6efeddc7451052240e;;;Couldn't understand my question;;;;;;;;;
1c12c92ae12dfb635103a0d179258e;;;;;;;;Conversations were too long/hard to get answer;;;;
b0d327a4da2ba06695ab1d2874fcc0;;;;;;;;Conversations were too long/hard to get answer;;;;
7c059fbe85a2415bec8d372f5b9a96;;;Couldn't understand my question;;;;;;;;;
96554bef85eff367e50863e7f47a2d;Can't handle complex input;;;;Fixed/impersonal text;;;;;;;
9c684c2c6abb202ee607c3e38df6d6;;;;;;;;Conversations were too long/hard to get answer;;;;
065a377639d60e104cfdd66f68e1db;;;;;Fixed/impersonal text;;;;;;;
a655c0da4993eff5332735d36d1338;;;;;;;;;;;Nothing;
4beb52d8d9ec24085669500b03e4dc;;;;;;;;Conversations were too long/hard to get answer;;;;
52294614b51ef6bf0986ea3aad6788;;;;;;;;;;;;
6d44179da1563592c5e344b692971e;;;;;;;;Conversations were too long/hard to get answer;;;;
9ca122597c1202b50061404326cd1d;;;;;;;;;;;Nothing;
c334bbab21038ec5b0e8ef2532ca98;;;Couldn't understand my question;;;;;;;;;
dd245671ec7246a2ddf0308bf900ed;;;Couldn't understand my question;;;;;;No-follow up questions;;;
7bc26d20092c35be168b3c702b3ff5;;;Couldn't understand my question;;;;;;;;;
b8e63eafb8b739a9afbdc07936e3d9;;;;;;;;;;;;Short answers
0f7453ed7e2a7d60350698c1343c32;;;;;;;;;;;Nothing;
de6c54120f63fc4a569c1735655b4e;;;;;;;;;;;;
be07cc2f28ed5eafa09a432ff5f14c;;;;;;;;;;;;
70dc75e8c252d187be492c1be79b33;;;Couldn't understand my question;;;;;;;;;
7981a2cb007ba83846ba25c00b163f;;;Couldn't understand my question;;;;;;;;;
430de41a3e698669b0b72ac6369fdd;;;Couldn't understand my question;;;;;;;;;
9a2703aa0688484505f242f8bbf8d1;Can't handle complex input;;;;;;;;;;;
373292acc466b7540b4da32575227f;;;;;;;;;;;;Short answers
7252eaa5da52fa0e0c9a7146d2c78b;;;Couldn't understand my question;;;;;;;;;
88be59647581deb262307b4ba42c67;;;;;;;;;;;Nothing;
4c56b791532b2baae6b7eba1a8af9b;;;;;;;;;;;Nothing;
39f64ccdabe4372ed615752f572e41;;;Couldn't understand my question;;;;;;;;;
997737fd3e5a316e16a9fe575c3c94;;;Couldn't understand my question;;;;;;;;;
13c8e631cc837d9daaf64eb658a0f4;;;;;;;;;;;Nothing;
2c956e456918b2d8207b052c82e8d9;;;;;;;;;;;Nothing;
7b86ffdd1f544b2ff30b86ba8b8c25;;;;;;;;;;;Nothing;
bdd856b672ac99f02096f1b0fd6b03;;;;;;;;Conversations were too long/hard to get answer;;;;
562db0d432a4918a3e2b4fc1ab0ac9;;;;;;;;;;;;Short answers
b31abe70f9457ba9f13dd77ae3863a;;;;;Fixed/impersonal text;;;;;;;
b284d3f286ce58f9587ec7c8bdc73c;;;Couldn't understand my question;;;;;;;;;
daddc76437d328b08c7c776782eb34;;;;;;;;;;;Nothing;
ece2aa21ec41b1a612611f32724525;;;;;;;;Conversations were too long/hard to get answer;;;;
5b180aecb48b50aa0900c791e31b7e;;;;;;;;;;;Nothing;
10fd97013def5584b50f75bf176ff9;;;;;Fixed/impersonal text;;;Conversations were too long/hard to get answer;;;;
36b2e74b2308778203e6aa1a67d368;;;Couldn't understand my question;;;;;;;;;
da23555b7f227184db93069b8fe90d;;;;;;;;;;;Nothing;
f666f28aaa150b0282e569cdafa469;;;;;;;;;;;Nothing;
6a545b2723bb8f31b6bbe95a2fd2e8;;;;;;;;;;;Nothing;
30290a9c9bcd2bf161eb4c945c2281;;;;;;;Needing to type;;;;;
bef4f95c2e4d20aa7762ff58cea744;;;;;;;;;;;;
85f5482a7b17efbf91e92f3aeafa23;;;;;;;;Conversations were too long/hard to get answer;;;;
5037c79044cefc022ea4be342d1fb3;;;Couldn't understand my question;;Fixed/impersonal text;;;;;;;
46ec81c0f5b71b6c29ab9ab3dc6c99;;;Couldn't understand my question;;;;;;;;;
362db4eff5c339f4119679dd8a63ec;;;Couldn't understand my question;;;;;;;;;
3430e4045ec89d661a7f4d1d9fa659;;;;;;;;;;Everything;;
2455f27c8aed531cb2046b35a292f8;;;Couldn't understand my question;;;;;;;;;
680364a9f4d189548e98bc745564ec;;;;;Fixed/impersonal text;;;;;;;
