4b9924c0c8ce326ac3c1e1688937c6;Expectations Met/Exceeded;Struggled with complex input;Good at follow-up questions;;;;;;;;;;;
e5de0b4b0679651ef175fceeb3413f;;Struggled with complex input;;;;;;;;;;;;
7224eb019715bd25cc799d87862cf7;;Struggled with complex input;;Accurate answers;Robotic;;;;;;;;;
2e4bd44563cdfd591a0a4bd566c308;Expectations Met/Exceeded;Struggled with complex input;;;;;;;;;;;;
d9a101002e1d23b86bf785bab7b5e3;;;;;Robotic;;;;;;;;;
273666715e559c45c6cc9a2e7f5033;Expectations Met/Exceeded;Struggled with complex input;;;;;;;;;;;;
9597e20137307a6a6b3dc058772a5d;;;Good at follow-up questions;;;;;;;;;;;
4b05d78d95dab53136cd67385d52d1;Expectations Met/Exceeded;;;;;;faster than expected;;;;;;;
93b0ca92a0deeff80f839bb59d2f5d;Expectations Met/Exceeded;;;;;;;clear answers;;;;;;
aba8a70de6cd22ed03570c48020315;;;;;;;;;too many irrelevant questions;Expectations not met;;;;
6d91b06047716a0a0b2c2cd86fdc78;Expectations Met/Exceeded;;;Accurate answers;;;;clear answers;;;;;;
109a7e62eb34a81bd913c0b17494b2;Expectations Met/Exceeded;;;;;;;;;;;;;
26b29d379574e280bd3440f53ad5a2;;;;;;;;;;;general answers;;;
47e68725c26f72d805709141e76fd0;;;;;Robotic;;;;;;general answers;;;
e5088a3c41e522ad23886b6a2eb748;Expectations Met/Exceeded;;;;Robotic;;;;;;;;;
d96abd518a2b3832ed0d1255257326;;;;;;;;;;Expectations not met;;;;
69bc89bee85d16bf7e30834c2a2b3f;Expectations Met/Exceeded;;;Accurate answers;;;;;;;;;;
d7ea9d8d7835bb048db356e91cfce9;Expectations Met/Exceeded;;;;;;faster than expected;;;;;;;
57affbcf1a53cf8152a4f84b337572;;;;;;;;;;Expectations not met;;;;
d8ea183c5c1aa1eb1d9f8b7677c4b2;Expectations Met/Exceeded;;Good at follow-up questions;;;;;;;;;;;
439f4ba6c2ffb420d0c05c0e246d3f;Expectations Met/Exceeded;;;;;;;;;;general answers;;;
80dce4aa2bb6e4747dea90c91ca9fe;;;;;;;;;;;general answers;Didn't understand/couldn't answer;Negative Expectations Met;
fc4cff10337919ad57c935de757796;Expectations Met/Exceeded;;;;;;;;;;;;;
c951b710a16924c54f90bccc29460b;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
767d6d0026f6568ed1fbe324f434ee;;;;;;;;;;;general answers;;;
ca54185f7f55c7c28a299578c6d6c1;;;Can't ask follow-up questions;;;;faster than expected;;;;;Didn't understand/couldn't answer;;
7addf36ad46517524764cd73b84d5b;Expectations Met/Exceeded;;Can't ask follow-up questions;;;Dialog too fast/short;;;;;;;;Dialog too fast/short
d3f5d2249e51c387c882cb587ba9ca;;Struggled with complex input;;;;;;;;;;;Negative Expectations Met;
3531297f0bd32d54dcc23e8e8a50ad;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
266f4afc0f4957543ecd710668a801;;;;;;Dialog too fast/short;faster than expected;;;;;;;
597bc392e979365272ccf5960b6679;Expectations Met/Exceeded;;;;;;;;;;general answers;;;
fe874db03aadd15d056f5ebd116a85;;;;;;;;;;Expectations not met;general answers;;;
92c512341aec50139fc63dab2be508;Expectations Met/Exceeded;;;;;;;;;;general answers;;;
47c97ed8e9ba2195e48f663a9f35a7;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
ed81efaafec6d941adbdf96636bd6d;;;;Accurate answers;;;;;;;;;Negative Expectations Met;Dialog too fast/short
0f97158978beebaeb59f4dda0db17c;;;;;;Dialog too fast/short;;;;Expectations not met;;Didn't understand/couldn't answer;;Dialog too fast/short
09b1a7da8812a2efd58c0a1b92cc0b;Expectations Met/Exceeded;Struggled with complex input;;;;;;;;;;;;
e100425dee079289c5660a0b2db5d1;;;;;;;;;Dialog too long;;;;Negative Expectations Met;
5bbe9193fb7d45e2e10d3aade3aa89;Expectations Met/Exceeded;;;;;;faster than expected;;;;;;;
e5e122c5a2ead5afc06e4df4c8cf78;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
63fe6663ab1740ce3d095bd3ec270f;Expectations Met/Exceeded;;;;;;;;;;;;;
85452be9505ef3ee3499d59b5300f3;;Struggled with complex input;;;;;;;;;;Didn't understand/couldn't answer;;
5a465be12adc3998b4fe940817cddc;;;;;;;;;Dialog too long;;;;;
ed751396034b4e87fb50846540d2b2;;;;;;;;;;Expectations not met;;;;
7f946e73fd33c3a2f15beac9248fc6;;;;;;;;;;Expectations not met;general answers;;;
3d9670b634a7a64e7a91bbd34c1823;Expectations Met/Exceeded;;;Accurate answers;;;faster than expected;;;;;;;
1122e007efd6d6c220883470890125;Expectations Met/Exceeded;;;;;;;;;;general answers;;;
6a142c3f0766e201573fad3a498a84;;;;;;;;;;;general answers;Didn't understand/couldn't answer;;
e004be8181957be418d758d41b56e2;;;;;;;;;;;;;Negative Expectations Met;
eb7cdc7219ceeb7b2862154329eca8;;;;Accurate answers;Robotic;;;;;;;;;
443650e58eea05ea703d12d8b7cf06;;;Can't ask follow-up questions;;Robotic;;;;;;;;;Dialog too fast/short
4d1e5f75ce5b1667a380c39564e7c9;Expectations Met/Exceeded;;;;;;;;;;;;Negative Expectations Met;
bf4b5adecf96a4d3eccdcf42e32d91;Expectations Met/Exceeded;Struggled with complex input;;;;;;;;;;;;
e5cb9660f35b9a87793344d8882510;;Struggled with complex input;;;;;;;;;;Didn't understand/couldn't answer;;
bf83f3984f247796d4437afe55ffa1;;;;;;;;;;Expectations not met;;;;
a8ce5b01446119bd11123e13fb1607;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
cb723f719b2f5633ede9aa7ae5926c;;;;;;;;;;;general answers;;Negative Expectations Met;
ba401ddeae9aef6345d8c3dbddb3bf;Expectations Met/Exceeded;;;;;;;;;;;;Negative Expectations Met;
a3b3dff3fa294af607a57ff19c591d;;;;;;;;;;;;;;
5de43e36ff95340991cc2c338f85da;Expectations Met/Exceeded;;;;;;;;;;;;;
232cd8e82603855aebc8caa4d53fc1;;;;;;;;;;Expectations not met;;Didn't understand/couldn't answer;;
1d6610aff8f95079a27b87ed0804c5;Expectations Met/Exceeded;;;Accurate answers;;;;;;;;;;
000650684db95bdac754d1c314c481;;;;;Robotic;Dialog too fast/short;;;;;general answers;;;Dialog too fast/short
