4b9924c0c8ce326ac3c1e1688937c6;Answer specific questions;Answer common questions;;;;;;;;;;
e5de0b4b0679651ef175fceeb3413f;;;;;;;;;;;;
7224eb019715bd25cc799d87862cf7;;Answer common questions;Accurate answers;;;;;;;;;
2e4bd44563cdfd591a0a4bd566c308;;;;Understand keywords;;;;;;;;
d9a101002e1d23b86bf785bab7b5e3;;;;;Could ask good follow-up questions;Provided sample answers;;;;;;
273666715e559c45c6cc9a2e7f5033;;;;;;;Fast;;;;;
9597e20137307a6a6b3dc058772a5d;;Answer common questions;;;;;;;;;;
4b05d78d95dab53136cd67385d52d1;;;;;;;;;;;;
93b0ca92a0deeff80f839bb59d2f5d;;;Accurate answers;Understand keywords;;;Fast;;;;;Clear/concise/detailed answers/
aba8a70de6cd22ed03570c48020315;;;Accurate answers;;;;;Stay on topic;;;;Clear/concise/detailed answers/
6d91b06047716a0a0b2c2cd86fdc78;;;;;Could ask good follow-up questions;;;;;;;
109a7e62eb34a81bd913c0b17494b2;;;;;;;;;Understand my question;;;
26b29d379574e280bd3440f53ad5a2;;Answer common questions;;;;;;;;;;
47e68725c26f72d805709141e76fd0;;Answer common questions;;;;;;;;;;
e5088a3c41e522ad23886b6a2eb748;;;;;;;;;;;;
d96abd518a2b3832ed0d1255257326;;;Accurate answers;Understand keywords;;;;;;;;
69bc89bee85d16bf7e30834c2a2b3f;;;;;;;Fast;;;;;
d7ea9d8d7835bb048db356e91cfce9;;;;;;;Fast;Stay on topic;;;;
57affbcf1a53cf8152a4f84b337572;;;;;;;;;;;;
d8ea183c5c1aa1eb1d9f8b7677c4b2;;;;;Could ask good follow-up questions;;;;;;;
439f4ba6c2ffb420d0c05c0e246d3f;;;;;;;Fast;;;;;
80dce4aa2bb6e4747dea90c91ca9fe;;;;;;sample answers;;;;;Further reading suggestions;
fc4cff10337919ad57c935de757796;;;;;;sample answers;;;;;;
c951b710a16924c54f90bccc29460b;;;;;;;;;;Nothing;;
767d6d0026f6568ed1fbe324f434ee;Answer specific questions;;;;;;;;;;;
ca54185f7f55c7c28a299578c6d6c1;;;;;;;Fast;;;;;
7addf36ad46517524764cd73b84d5b;Answer specific questions;;;;;;;;;;;Clear/concise/detailed answers/
d3f5d2249e51c387c882cb587ba9ca;;Answer common questions;;;;;;;;;;
3531297f0bd32d54dcc23e8e8a50ad;;;;;;;;;;Nothing;;
266f4afc0f4957543ecd710668a801;;Answer common questions;;;;;;;;;;
597bc392e979365272ccf5960b6679;;Answer common questions;;;;;;;;;;
fe874db03aadd15d056f5ebd116a85;;;;;;;Fast;Stay on topic;;;;Clear/concise/detailed answers/
92c512341aec50139fc63dab2be508;Answer specific questions;;;;;;;;;;Further reading suggestions;
47c97ed8e9ba2195e48f663a9f35a7;;Answer common questions;;;;;;;;;;
ed81efaafec6d941adbdf96636bd6d;;Answer common questions;;Understand keywords;;;;;;;;
0f97158978beebaeb59f4dda0db17c;;;;;;;;;;Nothing;;
09b1a7da8812a2efd58c0a1b92cc0b;;Answer common questions;;;;;;;;;Further reading suggestions;
e100425dee079289c5660a0b2db5d1;;;;;;sample answers;;;;;;
5bbe9193fb7d45e2e10d3aade3aa89;;;Accurate answers;;;;;;;;;Clear/concise/detailed answers/
e5e122c5a2ead5afc06e4df4c8cf78;;;;;;;Fast;;;;;
63fe6663ab1740ce3d095bd3ec270f;;;;;;;Fast;;;;;
85452be9505ef3ee3499d59b5300f3;;Answer common questions;;;;;;;;;;
5a465be12adc3998b4fe940817cddc;;;;;;;Fast;;;;;
ed751396034b4e87fb50846540d2b2;;;;;;;;;;Nothing;;
7f946e73fd33c3a2f15beac9248fc6;;;;;;;;;;Nothing;;
3d9670b634a7a64e7a91bbd34c1823;;;Accurate answers;;;;Fast;;;;;
1122e007efd6d6c220883470890125;;;;;;;Fast;;;;;
6a142c3f0766e201573fad3a498a84;;Answer common questions;;;;;;;;;;
e004be8181957be418d758d41b56e2;;Answer common questions;;;;;;;;;;
eb7cdc7219ceeb7b2862154329eca8;;;Accurate answers;;;;;Stay on topic;;;Further reading suggestions;
443650e58eea05ea703d12d8b7cf06;;;;;;;Fast;;;;;
4d1e5f75ce5b1667a380c39564e7c9;;Answer common questions;;;;;;Stay on topic;;;;
bf4b5adecf96a4d3eccdcf42e32d91;;Answer common questions;;;;;Fast;;;;;
e5cb9660f35b9a87793344d8882510;;Answer common questions;;;;;;;;;Further reading suggestions;
bf83f3984f247796d4437afe55ffa1;;;;Understand keywords;;;;;;;;
a8ce5b01446119bd11123e13fb1607;;;;Understand keywords;;sample answers;;;;;;
cb723f719b2f5633ede9aa7ae5926c;;;;;;;Fast;;;;;
ba401ddeae9aef6345d8c3dbddb3bf;;;;;;sample answers;;;;;;
a3b3dff3fa294af607a57ff19c591d;;Answer common questions;;;;;;;;;;
5de43e36ff95340991cc2c338f85da;;;Accurate answers;;;;;;;;;
232cd8e82603855aebc8caa4d53fc1;;Answer common questions;;;;;;;;;;
1d6610aff8f95079a27b87ed0804c5;;Answer common questions;;;;;Fast;;;;;
000650684db95bdac754d1c314c481;;Answer common questions;;;;;;;;;;
